company,profits,rank,revenues,year
Sperry,37.2,34,"1,173.1",1961
Continental Group,27.8,35,"1,117.0",1961
General Foods,61.1,36,"1,087.1",1961
American Can,35.4,37,"1,059.0",1961
Goodyear Tire & Rubber,129.2,22,"3,194.6",1971
Esmark,29.0,23,"3,076.4",1971
Union Carbide,157.3,24,"3,026.3",1971
Procter & Gamble,211.9,25,"2,978.8",1971
Bethlehem Steel,90.1,26,"2,935.4",1971
Eastman Kodak,403.7,27,"2,784.6",1971
Kraft,82.0,28,"2,751.1",1971
Greyhound,55.5,29,"2,740.0",1971
Atlantic Richfield,205.6,30,"2,738.5",1971
Conoco,160.5,31,"2,711.8",1971
General Telephone & Electronics,166.8,25,"2,035.6",1966
Boeing,78.3,26,"2,023.0",1966
Kraft,69.9,27,"2,017.3",1966
Rockwell Automation,45.8,28,"2,010.5",1966
Lockheed Martin,53.7,29,"1,814.1",1966
ITT Industries,76.1,30,"1,782.9",1966
Firestone Tire & Rubber,86.7,31,"1,609.8",1966
General Telephone & Electronics,205.1,22,"2,390.5",1967
Boeing,76.1,23,"2,356.6",1967
Armour,2.2,24,"2,280.3",1967
Kraft,73.5,25,"2,251.7",1967
Procter & Gamble,149.4,26,"2,243.2",1967
Union Carbide,231.0,27,"2,224.0",1967
ITT Industries,89.9,28,"2,121.3",1967
Lockheed Martin,58.9,29,"2,084.8",1967
Amoco,183.1,13,"2,226.9",1964
McDonnell Douglas,94.7,14,"3,609.3",1969
DuPont,371.9,15,"3,481.2",1969
Shell Oil,312.1,16,"3,317.1",1969
CBS,135.0,17,"3,296.1",1969
Boeing,83.0,18,"3,274.0",1969
Amoco,309.5,19,"3,213.7",1969
RCA,154.0,20,"3,106.2",1969
General Telephone & Electronics,277.8,21,"2,927.1",1969
Goodyear Tire & Rubber,148.3,22,"2,925.7",1969
Esmark,25.1,13,"2,610.1",1965
Shell Oil,198.2,14,"2,331.9",1965
Amoco,194.9,15,"2,317.6",1965
ChevronTexaco,345.3,16,"2,285.7",1965
CBS,76.7,17,"2,271.2",1965
Bethlehem Steel,147.9,18,"2,240.7",1965
Navistar International,98.7,19,"2,190.4",1965
Rockwell Automation,49.3,20,"2,187.2",1965
Goodyear Tire & Rubber,100.2,21,"2,010.6",1965
Boeing,45.3,22,"1,969.5",1965
DuPont,313.9,13,"3,102.0",1968
Shell Oil,284.8,14,"3,073.2",1968
RCA,147.5,15,"3,014.1",1968
McDonnell Douglas,0.9,16,"2,933.8",1968
Amoco,282.2,17,"2,918.1",1968
CBS,122.5,18,"2,900.7",1968
Boeing,83.9,19,"2,879.7",1968
Esmark,26.7,20,"2,834.7",1968
ChevronTexaco,453.8,13,"3,825.0",1970
LTV,-38.3,14,"3,750.3",1970
DuPont,356.2,15,"3,655.3",1970
Shell Oil,291.2,16,"3,537.1",1970
CBS,149.9,17,"3,509.2",1970
Amoco,321.0,18,"3,469.1",1970
General Telephone & Electronics,237.4,19,"3,262.0",1970
Goodyear Tire & Rubber,158.2,20,"3,215.3",1970
RCA,151.3,21,"3,187.9",1970
Esmark,21.9,22,"3,107.6",1970
McDonnell Douglas,117.6,23,"3,023.8",1970
U.S. Steel,154.5,13,"4,928.2",1972
CBS,175.3,14,"4,630.5",1972
Amoco,341.7,15,"4,054.3",1972
Shell Oil,244.5,16,"3,892.4",1972
DuPont,356.5,17,"3,848.2",1972
RCA,-155.8,18,"3,711.8",1972
Goodyear Tire & Rubber,170.2,19,"3,601.6",1972
LTV,-57.4,20,"3,358.8",1972
Procter & Gamble,237.6,21,"3,178.1",1972
Atlantic Richfield,198.7,22,"3,134.9",1972
Conoco,109.4,23,"3,051.1",1972
ChevronTexaco,547.1,12,"5,829.5",1973
U.S. Steel,157.0,13,"5,401.8",1973
CBS,198.7,14,"5,086.6",1973
Amoco,374.7,15,"4,503.4",1973
DuPont,414.5,16,"4,365.9",1973
Shell Oil,260.5,17,"4,075.9",1973
Goodyear Tire & Rubber,193.2,18,"4,071.5",1973
RCA,158.1,19,"3,838.2",1973
Procter & Gamble,276.3,20,"3,514.4",1973
LTV,8.8,21,"3,514.2",1973
Navistar International,86.6,22,"3,493.3",1973
ChevronTexaco,843.6,11,"7,761.8",1974
AT&T Technologies,315.3,12,"7,037.3",1974
U.S. Steel,325.8,13,"6,951.9",1974
CBS,161.9,14,"5,702.3",1974
Amoco,511.2,15,"5,416.0",1974
DuPont,585.6,16,"5,275.6",1974
General Telephone & Electronics,352.1,17,"5,105.3",1974
Shell Oil,332.7,18,"4,883.8",1974
Goodyear Tire & Rubber,184.8,19,"4,675.3",1974
RCA,183.7,20,"4,246.8",1974
Conoco,242.7,21,"4,224.0",1974
Navistar International,114.3,22,"4,192.5",1974
Shell Oil,620.5,14,"7,633.5",1975
AT&T Technologies,310.6,15,"7,381.7",1975
Conoco,327.6,16,"7,041.4",1975
DuPont,403.5,17,"6,910.1",1975
Atlantic Richfield,474.6,18,"6,739.7",1975
CBS,28.1,19,"6,466.1",1975
Occidental Petroleum,280.7,20,"5,719.4",1975
Bethlehem Steel,342.0,21,"5,381.0",1975
Union Carbide,530.1,22,"5,320.1",1975
Goodyear Tire & Rubber,157.5,23,"5,256.2",1975
General Electric,580.8,9,"13,399.1",1976
Chrysler,-259.5,10,"11,699.3",1976
ITT Industries,398.2,11,"11,367.6",1976
Amoco,787.0,12,"9,955.2",1976
U.S. Steel,559.6,13,"8,167.3",1976
Shell Oil,514.8,14,"8,143.4",1976
Atlantic Richfield,350.4,15,"7,307.9",1976
Conoco,330.9,16,"7,253.8",1976
DuPont,271.8,17,"7,221.5",1976
AT&T Technologies,107.3,18,"6,590.1",1976
Procter & Gamble,333.9,19,"6,081.7",1976
CBS,165.2,20,"5,862.7",1976
Shell Oil,705.8,13,"9,230.0",1977
U.S. Steel,410.3,14,"8,604.2",1977
Atlantic Richfield,575.2,15,"8,462.5",1977
DuPont,459.3,16,"8,361.0",1977
Conoco,460.0,17,"7,957.6",1977
AT&T Technologies,217.4,18,"6,930.9",1977
Procter & Gamble,401.1,19,"6,512.7",1977
Tenneco Automotive,383.5,20,"6,389.2",1977
Union Carbide,441.2,21,"6,345.7",1977
CBS,223.2,22,"6,145.2",1977
Goodyear Tire & Rubber,122.0,23,"5,791.5",1977
Exxon Mobil,"2,763.0",2,"60,334.5",1979
Ford Motor,"1,588.9",3,"42,784.1",1979
Mobil,"1,125.6",4,"34,736.0",1979
Texaco,852.5,5,"28,607.5",1979
ChevronTexaco,"1,105.9",6,"23,232.4",1979
Intl. Business Machines,"3,110.6",7,"21,076.1",1979
General Electric,"1,229.7",8,"19,653.8",1979
Gulf Oil,791.0,9,"18,069.0",1979
Chrysler,-204.6,10,"16,340.7",1979
ITT Industries,661.8,11,"15,261.2",1979
Amoco,"1,076.4",12,"14,961.5",1979
Atlantic Richfield,804.3,13,"12,298.4",1979
Exxon Mobil,"2,423.0",2,"54,126.2",1978
Ford Motor,"1,672.8",3,"37,841.5",1978
Mobil,"1,004.7",4,"32,125.8",1978
Texaco,930.8,5,"27,920.5",1978
ChevronTexaco,"1,016.4",6,"20,917.3",1978
Intl. Business Machines,"2,719.4",7,"18,133.2",1978
Gulf Oil,752.0,8,"17,840.0",1978
General Electric,"1,088.2",9,"17,518.6",1978
Chrysler,163.2,10,"16,708.3",1978
ITT Industries,550.7,11,"13,145.7",1978
Amoco,"1,011.6",12,"13,019.9",1978
Atlantic Richfield,701.5,13,"10,969.1",1978
Exxon Mobil,"4,295.2",1,"79,106.5",1980
General Motors,"2,892.7",2,"66,311.2",1980
Monsanto,38.6,74,541.9,1957
Tidewater Oil,38.0,75,522.6,1957
Nabisco Group Holdings,61.9,76,518.3,1957
General Mills,14.1,77,516.1,1957
American Cyanamid,55.4,78,500.7,1957
Owens-Illinois,35.3,79,496.0,1957
Pure Oil,36.6,80,486.2,1957
Standard Brands,12.1,81,473.2,1957
Crown Zellerbach,73.7,82,462.4,1957
Alcoa,55.6,48,858.5,1960
Burlington Industries Equity,27.6,49,805.5,1960
Goodrich,37.6,50,771.6,1960
Jones & Laughlin Steel,29.5,51,765.7,1960
ITT Industries,29.0,52,765.6,1960
Caterpillar,46.5,53,742.3,1960
National Intergroup,54.9,54,737.0,1960
Sunoco,42.8,55,735.7,1960
Nabisco Group Holdings,90.4,56,723.7,1960
Honeywell Intl.,50.0,57,719.7,1960
Dow Chemical,62.9,58,705.4,1960
Ryerson Tull,48.4,59,705.1,1960
Eastman Kodak,98.1,46,798.3,1958
ARMCO,55.0,47,776.7,1958
Sunoco,47.5,48,771.6,1958
Ryerson Tull,58.9,49,764.0,1958
Goodrich,39.4,50,734.7,1958
Bendix,27.5,51,707.0,1958
Honeywell Intl.,51.2,52,683.1,1958
Youngstown Sheet & Tube,42.5,53,679.9,1958
Burlington Industries Equity,16.0,54,671.2,1958
Caterpillar,38.8,55,649.9,1958
Wilson,5.7,56,641.0,1958
National Intergroup,45.5,57,641.0,1958
Goodrich,35.5,48,697.3,1959
ITT Industries,26.6,49,687.5,1959
Wilson,7.8,50,683.7,1959
Ryerson Tull,47.9,51,656.0,1959
Jones & Laughlin Steel,23.2,52,654.1,1959
Burlington Industries Equity,11.7,53,651.5,1959
Nabisco Group Holdings,78.3,54,640.5,1959
Fortune Brands,58.8,55,637.2,1959
Dow Chemical,46.1,56,636.2,1959
Honeywell Intl.,34.2,57,635.5,1959
Bendix,21.2,58,619.1,1959
Sperry,44.0,44,688.0,1956
General Dynamics,21.3,45,687.3,1956
Lockheed Martin,17.3,46,673.6,1956
Continental Group,24.2,47,666.3,1956
Sunoco,48.3,48,660.3,1956
AMAX,19.8,49,660.2,1956
Ryerson Tull,52.5,50,659.7,1956
Wilson,4.6,51,650.5,1956
Anaconda,65.3,52,636.2,1956
Honeywell Intl.,52.1,53,628.5,1956
National Intergroup,48.3,54,622.0,1956
Ryerson Tull,41.1,49,532.0,1955
ARMCO,43.1,50,530.8,1955
Honeywell Intl.,10.8,51,519.7,1955
AMAX,43.1,52,509.5,1955
Conoco,41.7,53,500.1,1955
Allis-Chalmers,26.1,54,492.9,1955
Jones & Laughlin Steel,25.0,55,492.9,1955
General Mills,11.2,56,487.6,1955
National Intergroup,30.3,57,484.1,1955
Curtiss-Wright,19.4,58,475.1,1955
Olin,34.3,59,470.1,1955
Asarco,21.5,60,466.8,1955
Borden Chemical,32.4,47,"1,047.9",1963
Burlington Industries Equity,37.5,48,"1,010.0",1963
Uniroyal,25.7,49,"1,006.8",1963
GenCorp,26.7,50,959.8,1963
Alcoa,64.3,51,938.7,1963
Dow Chemical,72.9,52,926.2,1963
ARMCO,45.9,53,918.6,1963
Nabisco Group Holdings,119.8,54,900.0,1963
Conoco,69.1,55,880.1,1963
Honeywell Intl.,58.0,56,869.1,1963
United Technologies,10.0,38,"1,094.8",1962
American Can,45.0,39,"1,093.3",1962
International Paper,72.0,40,"1,044.8",1962
Borden Chemical,30.1,41,"1,009.7",1962
Eastman Kodak,130.2,42,989.2,1962
Citgo Petroleum,46.5,43,985.4,1962
Republic Steel,57.0,44,965.9,1962
Uniroyal,27.1,45,940.4,1962
Monsanto,68.7,46,932.9,1962
American Motors,48.2,38,"1,057.7",1961
Republic Steel,52.8,39,"1,053.9",1961
International Paper,71.7,40,"1,012.6",1961
United Technologies,13.9,41,987.9,1961
Citgo Petroleum,41.3,42,980.6,1961
Uniroyal,30.7,43,966.8,1961
Rockwell Automation,23.4,44,964.2,1961
Borden Chemical,26.9,45,956.0,1961
Navistar International,52.4,32,"2,711.5",1971
Lockheed Martin,N.A.,33,"2,535.0",1971
Tenneco Automotive,157.8,34,"2,524.7",1971
Rockwell Automation,64.7,35,"2,410.8",1971
Litton Industries,68.8,36,"2,404.3",1971
United Technologies,45.3,37,"2,348.9",1971
Firestone Tire & Rubber,92.8,38,"2,334.7",1971
ConocoPhillips,117.2,39,"2,273.1",1971
Occidental Petroleum,175.2,40,"2,240.2",1971
General Dynamics,-6.5,41,"2,223.6",1971
Caterpillar,143.8,42,"2,127.8",1971
General Foods,86.3,32,"1,478.1",1966
General Dynamics,49.3,33,"1,472.8",1966
Monsanto,123.0,34,"1,468.1",1966
Eastman Kodak,247.6,35,"1,463.5",1966
ConocoPhillips,127.7,36,"1,450.7",1966
Conoco,96.2,37,"1,449.7",1966
United Technologies,49.0,38,"1,429.7",1966
Caterpillar,158.5,39,"1,405.3",1966
Borden Chemical,50.9,40,"1,385.5",1966
Republic Steel,77.3,41,"1,374.5",1966
Burlington Industries Equity,68.6,42,"1,313.3",1966
International Paper,88.5,43,"1,303.7",1966
Rockwell Automation,48.6,30,"2,023.8",1967
Firestone Tire & Rubber,101.8,31,"1,814.6",1967
General Dynamics,58.4,32,"1,797.0",1967
Conoco,156.9,33,"1,749.1",1967
Eastman Kodak,318.2,34,"1,741.7",1967
ConocoPhillips,151.6,35,"1,686.0",1967
United Technologies,46.5,36,"1,663.2",1967
Monsanto,112.3,37,"1,611.9",1967
General Foods,93.9,38,"1,554.7",1967
Borden Chemical,57.7,39,"1,545.5",1967
ChevronTexaco,322.1,14,"2,202.5",1964
Shell Oil,179.9,15,"2,128.6",1964
CBS,47.8,16,"2,127.3",1964
Bethlehem Steel,102.5,17,"2,095.8",1964
Intl. Business Machines,290.5,18,"2,059.6",1964
Navistar International,68.3,19,"1,957.4",1964
Lockheed Martin,43.3,20,"1,930.5",1964
Rockwell Automation,41.2,21,"1,867.1",1964
Kraft,54.0,22,"1,839.0",1964
Armour,16.3,23,"1,810.6",1964
RCA,66.0,24,"1,779.1",1964
Boeing,21.7,25,"1,771.4",1964
Goodyear Tire & Rubber,81.1,26,"1,731.1",1964
Bethlehem Steel,160.5,23,"2,862.7",1969
Esmark,-41.6,24,"2,827.1",1969
LTV,36.3,25,"2,769.7",1969
Union Carbide,157.0,26,"2,685.9",1969
General Dynamics,38.7,27,"2,662.2",1969
Eastman Kodak,375.4,28,"2,644.1",1969
Rockwell Automation,73.8,29,"2,639.8",1969
Procter & Gamble,202.0,30,"2,542.6",1969
Navistar International,75.4,31,"2,540.0",1969
Kraft,76.2,32,"2,428.1",1969
United Technologies,61.4,33,"2,408.3",1969
Kraft,63.8,23,"1,919.9",1965
Procter & Gamble,130.8,24,"1,913.7",1965
Armour,22.8,25,"1,887.0",1965
Union Carbide,221.7,26,"1,878.9",1965
RCA,82.5,27,"1,797.0",1965
General Telephone & Electronics,136.5,28,"1,773.6",1965
Lockheed Martin,45.1,29,"1,601.0",1965
General Dynamics,42.6,30,"1,579.9",1965
ITT Industries,63.2,31,"1,542.1",1965
Firestone Tire & Rubber,79.0,32,"1,448.8",1965
Monsanto,114.9,33,"1,358.7",1965
ConocoPhillips,115.0,34,"1,341.5",1965
ITT Industries,122.8,21,"2,760.6",1968
Goodyear Tire & Rubber,127.1,22,"2,637.7",1968
General Telephone & Electronics,222.0,23,"2,622.2",1968
Bethlehem Steel,130.4,24,"2,594.1",1968
Union Carbide,170.7,25,"2,545.6",1968
Navistar International,93.0,26,"2,541.9",1968
Procter & Gamble,174.1,27,"2,438.7",1968
Rockwell Automation,68.3,28,"2,438.5",1968
Eastman Kodak,352.3,29,"2,391.5",1968
Lockheed Martin,54.4,30,"2,335.5",1968
Union Carbide,186.2,24,"2,933.0",1970
Bethlehem Steel,156.5,25,"2,927.7",1970
Boeing,10.2,26,"2,834.6",1970
Eastman Kodak,401.1,27,"2,747.2",1970
Procter & Gamble,187.4,28,"2,707.6",1970
Atlantic Richfield,227.2,29,"2,691.2",1970
Rockwell Automation,64.9,30,"2,667.3",1970
Navistar International,63.8,31,"2,652.8",1970
Kraft,75.6,32,"2,580.9",1970
General Dynamics,2.5,33,"2,508.8",1970
Tenneco Automotive,165.5,34,"2,450.6",1970
Conoco,157.1,35,"2,395.6",1970
Boeing,42.2,24,"3,039.8",1972
Union Carbide,157.8,25,"3,037.5",1972
Navistar International,45.2,26,"3,016.3",1972
Esmark,34.1,27,"2,996.2",1972
Eastman Kodak,419.3,28,"2,975.9",1972
Bethlehem Steel,139.2,29,"2,963.6",1972
Kraft,91.3,30,"2,959.6",1972
Lockheed Martin,15.4,31,"2,852.4",1972
Tenneco Automotive,184.0,32,"2,840.6",1972
Greyhound,70.5,33,"2,616.1",1972
Eastman Kodak,546.2,23,"3,477.8",1973
Conoco,170.2,24,"3,415.0",1973
Atlantic Richfield,195.6,25,"3,320.8",1973
Tenneco Automotive,203.0,26,"3,275.4",1973
Union Carbide,205.2,27,"3,261.3",1973
Esmark,37.0,28,"3,240.9",1973
Kraft,88.3,29,"3,196.8",1973
Bethlehem Steel,134.6,30,"3,113.6",1973
Greyhound,66.8,31,"2,903.6",1973
McDonnell Douglas,111.7,32,"2,725.7",1973
Firestone Tire & Rubber,135.8,33,"2,691.0",1973
Caterpillar,206.4,34,"2,602.2",1973
LTV,49.9,23,"4,177.1",1974
Bethlehem Steel,206.6,24,"4,137.6",1974
Eastman Kodak,653.5,25,"4,035.5",1974
Atlantic Richfield,270.2,26,"3,982.6",1974
Esmark,48.8,27,"3,951.0",1974
Union Carbide,290.9,28,"3,938.8",1974
Tenneco Automotive,230.2,29,"3,910.5",1974
Procter & Gamble,302.1,30,"3,906.7",1974
Tenneco Automotive,321.5,24,"5,001.5",1975
ConocoPhillips,402.1,25,"4,980.7",1975
Navistar International,124.1,26,"4,965.9",1975
Dow Chemical,557.5,27,"4,938.5",1975
Procter & Gamble,316.7,28,"4,912.3",1975
LTV,111.7,29,"4,768.0",1975
Esmark,68.1,30,"4,615.7",1975
RCA,113.3,31,"4,594.3",1975
Eastman Kodak,629.5,32,"4,583.6",1975
Kraft,94.6,33,"4,471.4",1975
Union Carbide,381.7,21,"5,665.0",1976
Tenneco Automotive,342.9,22,"5,599.7",1976
Goodyear Tire & Rubber,161.6,23,"5,452.5",1976
Navistar International,79.4,24,"5,335.4",1976
Occidental Petroleum,172.0,25,"5,333.9",1976
ConocoPhillips,342.6,26,"5,133.6",1976
Unocal,232.8,27,"5,086.4",1976
Bethlehem Steel,242.0,28,"4,977.2",1976
Caterpillar,398.7,29,"4,963.7",1976
Eastman Kodak,613.7,30,"4,958.5",1976
Rockwell Automation,101.6,31,"4,943.4",1976
ConocoPhillips,411.7,24,"5,697.5",1977
Dow Chemical,612.8,25,"5,652.1",1977
Occidental Petroleum,183.7,26,"5,525.5",1977
Navistar International,174.1,27,"5,488.1",1977
Eastman Kodak,650.6,28,"5,438.2",1977
Sunoco,356.2,29,"5,387.1",1977
Unocal,268.8,30,"5,350.7",1977
RCA,177.4,31,"5,328.5",1977
Esmark,82.5,32,"5,300.6",1977
Bethlehem Steel,168.0,33,"5,248.0",1977
Shell Oil,813.6,14,"11,062.9",1979
U.S. Steel,242.0,15,"11,049.5",1979
DuPont,787.0,16,"10,584.2",1979
AT&T Technologies,561.2,17,"9,521.8",1979
Conoco,451.3,18,"9,455.2",1979
Tenneco Automotive,466.0,19,"8,762.0",1979
Procter & Gamble,511.7,20,"8,099.7",1979
Union Carbide,394.3,21,"7,869.7",1979
Goodyear Tire & Rubber,226.1,22,"7,489.1",1979
Sunoco,365.4,23,"7,428.2",1979
Caterpillar,566.3,24,"7,219.2",1979
Eastman Kodak,902.3,25,"7,012.9",1979
Shell Oil,735.1,14,"10,112.1",1978
U.S. Steel,137.9,15,"9,609.9",1978
DuPont,545.1,16,"9,434.8",1978
Conoco,380.6,17,"8,700.3",1978
AT&T Technologies,490.1,18,"8,134.6",1978
Tenneco Automotive,426.9,19,"7,440.3",1978
Procter & Gamble,461.5,20,"7,284.3",1978
Union Carbide,385.1,21,"7,036.1",1978
Goodyear Tire & Rubber,205.8,22,"6,627.8",1978
Sunoco,361.9,23,"6,418.1",1978
ConocoPhillips,516.9,24,"6,284.2",1978
Dow Chemical,555.7,25,"6,234.3",1978
CBS,250.8,26,"6,137.7",1978
Mobil,"2,007.2",3,"44,720.9",1980
Ford Motor,"1,169.3",4,"43,513.7",1980
Texaco,"1,759.1",5,"38,350.4",1980
ChevronTexaco,"1,784.7",6,"29,947.6",1980
Gulf Oil,"1,322.0",7,"23,910.0",1980
Intl. Business Machines,"3,011.3",8,"22,862.8",1980
General Electric,"1,408.8",9,"22,460.6",1980
Amoco,"1,506.6",10,"18,610.3",1980
ITT Industries,380.7,11,"17,197.4",1980
Atlantic Richfield,"1,165.9",12,"16,234.0",1980
Shell Oil,"1,125.6",13,"14,431.2",1980
U.S. Steel,-293.0,14,"12,929.1",1980
Exxon Mobil,"5,650.1",1,"103,142.8",1981
Sealed Air,19.8,83,438.1,1957
Campbell Soup,29.2,84,429.8,1957
Phelps Dodge,87.0,85,418.8,1957
Nabisco Brands,20.3,86,410.5,1957
American Motors,-19.7,87,408.4,1957
Reynolds Metals,41.2,88,405.2,1957
American Standard,19.6,89,401.3,1957
Unocal,34.2,90,396.4,1957
Ralston Purina,14.3,91,393.7,1957
BP America,26.6,92,392.5,1957
GenCorp,10.9,93,390.5,1957
Foremost Dairies,10.2,94,384.0,1957
Crane,10.9,95,375.2,1957
Olin,37.4,60,702.0,1960
Conoco,60.3,61,685.8,1960
Bendix,27.4,62,683.8,1960
Fortune Brands,63.2,63,681.2,1960
GenCorp,26.6,64,676.9,1960
Bestfoods,33.2,65,671.3,1960
AMAX,30.8,66,668.5,1960
Wilson,9.6,67,655.5,1960
BorgWarner,39.3,68,649.9,1960
Anaconda,59.2,69,632.7,1960
ITT Industries,22.4,58,638.7,1958
Dow Chemical,53.1,59,627.8,1958
Fortune Brands,57.1,60,621.3,1958
PPG Industries,58.0,61,620.8,1958
Conoco,46.7,62,608.9,1958
BorgWarner,34.1,63,608.5,1958
Curtiss-Wright,40.1,64,598.6,1958
Tidewater Oil,34.9,65,596.3,1958
Olin,36.4,66,592.9,1958
Nabisco Group Holdings,64.2,67,582.6,1958
AMAX,27.9,68,577.2,1958
Olin,9.4,59,601.4,1959
Conoco,47.5,60,596.5,1959
Caterpillar,32.2,61,585.2,1959
Tidewater Oil,2.6,62,552.9,1959
Monsanto,34.5,63,548.0,1959
National Intergroup,35.8,64,540.0,1959
Atlantic Richfield,33.8,65,538.1,1959
AMAX,18.2,66,534.3,1959
Colgate-Palmolive,21.2,67,534.0,1959
BorgWarner,21.1,68,533.0,1959
Allis-Chalmers,19.7,69,532.0,1959
General Mills,14.7,70,529.8,1959
Youngstown Sheet & Tube,41.7,55,617.4,1956
Fortune Brands,51.7,56,585.9,1956
PPG Industries,61.4,57,582.0,1956
Bendix,25.9,58,567.2,1956
Intl. Business Machines,55.9,59,563.5,1956
Olin,44.6,60,560.5,1956
BorgWarner,41.1,61,552.2,1956
Kennecott,125.5,62,548.3,1956
Republic Aviation,14.7,63,547.4,1956
Asarco,33.5,64,540.5,1956
Allis-Chalmers,24.8,65,535.1,1956
NL Industries,47.9,66,533.7,1956
Intl. Business Machines,46.5,61,461.4,1955
Anaconda,26.7,62,461.1,1955
Tidewater Oil,34.5,63,459.0,1955
Cudahy,-7.2,64,454.8,1955
Briggs Manufacturing,0.8,65,440.9,1955
Sperry,28.5,66,440.9,1955
Nabisco Group Holdings,44.8,67,438.3,1955
PPG Industries,38.6,68,431.0,1955
Dow Chemical,33.4,69,428.3,1955
Youngstown Sheet & Tube,20.2,70,428.2,1955
Kennecott,77.9,71,423.6,1955
Caterpillar,62.0,57,827.0,1963
Goodrich,26.3,58,812.0,1963
Bestfoods,46.2,59,803.3,1963
Bendix,22.5,60,794.2,1963
Sunoco,53.2,61,794.0,1963
Jones & Laughlin Steel,25.2,62,790.8,1963
Ryerson Tull,52.5,63,760.1,1963
Douglas Aircraft,10.2,64,749.9,1963
National Intergroup,35.5,65,744.6,1963
Olin,34.1,66,729.7,1963
Wilson,7.6,67,711.5,1963
Anaconda,48.8,68,691.3,1963
3M,83.7,69,687.1,1963
ITT Industries,43.7,47,930.5,1962
ARMCO,57.5,48,888.0,1962
American Motors,23.6,49,875.7,1962
Burlington Industries Equity,23.3,50,866.0,1962
Nabisco Group Holdings,117.2,51,859.2,1962
Alcoa,43.0,52,853.3,1962
Dow Chemical,64.4,53,817.5,1962
Conoco,64.5,54,809.8,1962
GenCorp,27.3,55,809.0,1962
Douglas Aircraft,6.0,56,791.3,1962
Fortune Brands,68.7,57,781.9,1962
Sunoco,49.8,58,775.6,1962
Bendix,24.0,59,758.0,1962
Eastman Kodak,127.1,46,944.8,1961
ARMCO,70.5,47,938.0,1961
Burlington Industries Equity,35.4,48,913.0,1961
Monsanto,67.8,49,890.1,1961
Alcoa,40.0,50,861.2,1961
ITT Industries,38.5,51,811.4,1961
Nabisco Group Holdings,105.3,52,795.8,1961
Bendix,26.2,53,787.0,1961
Dow Chemical,82.4,54,781.4,1961
Jones & Laughlin Steel,33.2,55,778.8,1961
Honeywell Intl.,51.3,56,765.8,1961
Goodrich,30.0,57,764.7,1961
GenCorp,22.8,58,753.9,1961
Singer,75.1,43,"2,125.1",1971
McDonnell Douglas,92.6,44,"2,088.2",1971
General Foods,99.3,45,"2,045.4",1971
Continental Group,76.4,46,"2,036.5",1971
Monsanto,66.5,47,"1,971.6",1971
Sunoco,139.1,48,"1,941.9",1971
Honeywell,61.6,49,"1,921.2",1971
Sealed Air,30.2,50,"1,917.6",1971
Dow Chemical,103.4,51,"1,911.1",1971
International Paper,42.9,52,"1,840.8",1971
American Can,65.9,53,"1,838.1",1971
Borden Chemical,53.0,54,"1,827.3",1971
Sinclair Oil,76.7,44,"1,275.5",1966
American Can,62.1,45,"1,265.1",1966
Sperry,22.0,46,"1,247.6",1966
Unocal,119.2,47,"1,234.0",1966
Continental Group,59.2,48,"1,225.6",1966
Uniroyal,37.2,49,"1,225.5",1966
Citgo Petroleum,104.1,50,"1,200.8",1966
ARMCO,93.5,51,"1,188.5",1966
Dow Chemical,108.1,52,"1,176.2",1966
Alcoa,75.6,53,"1,165.6",1966
Honeywell Intl.,84.3,54,"1,121.3",1966
Caterpillar,150.1,40,"1,524.0",1967
International Paper,105.2,41,"1,450.1",1967
Sinclair Oil,94.3,42,"1,377.1",1967
Alcoa,106.1,43,"1,373.0",1967
Burlington Industries Equity,77.1,44,"1,371.6",1967
American Can,71.6,45,"1,369.7",1967
Unocal,142.2,46,"1,364.5",1967
Republic Steel,93.7,47,"1,359.8",1967
Continental Group,70.9,48,"1,339.2",1967
Uniroyal,45.3,49,"1,320.8",1967
Dow Chemical,121.7,50,"1,309.7",1967
Citgo Petroleum,141.8,51,"1,296.0",1967
Sperry,31.9,52,"1,279.8",1967
Union Carbide,160.2,27,"1,668.2",1964
Procter & Gamble,115.8,28,"1,654.5",1964
General Telephone & Electronics,105.1,29,"1,443.4",1964
General Dynamics,82.7,30,"1,415.1",1964
ITT Industries,52.4,31,"1,414.1",1964
Firestone Tire & Rubber,63.4,32,"1,382.0",1964
United Technologies,21.4,33,"1,281.1",1964
ConocoPhillips,113.9,34,"1,274.7",1964
Sperry,13.8,35,"1,227.1",1964
General Foods,78.6,36,"1,216.2",1964
Citgo Petroleum,77.5,37,"1,213.9",1964
Conoco,150.0,34,"2,251.6",1969
Lockheed Martin,44.5,35,"2,217.4",1969
Firestone Tire & Rubber,127.0,36,"2,131.4",1969
ConocoPhillips,136.8,37,"2,106.9",1969
Armour,12.0,38,"2,096.4",1969
Tenneco Automotive,166.9,39,"2,063.5",1969
Litton Industries,58.5,40,"1,855.0",1969
